규정명,조항,제목,본문,키워드
재무회계 규정,제6조-2,용어의 정의 — “출납담당자”라 함은 금전의 출납사무를 취급하는 자,"“출납담당자”라 함은 금전의 출납사무를 취급하는 자를 말한다.
(재무회계 규정 제6조 용어의 정의 제2호)","용어의,정의,출납담당자라,함은,금전의,출납사무를,취급하는,자를,말한다"
재무회계 규정,제7조,회계관계자 직명 지정,"관장은 회계업무수행을 위하여 다음 각호와 같이 회계관계자 직명을 지정 운용한다.
 1. 회계책임자 - 회계부서의 장
 2. 출납담당자 - 금전의 출납을 담당하는 직원
 3. 수납담당자 - 기획사업 및 부대사업 매출(수강료, 티켓 판매금 등)의 수납을 담당
하는 직원","회계관계자,직명,지정"
재무회계 규정,제7조-1,회계관계자 직명 지정 — 회계책임자 - 회계부서의 장,"회계책임자 - 회계부서의 장
(재무회계 규정 제7조 회계관계자 직명 지정 제1호)","회계관계자,직명,지정,회계책임자,회계부서의"
재무회계 규정,제7조-2,회계관계자 직명 지정 — 출납담당자 - 금전의 출납을 담당하는 직원,"출납담당자 - 금전의 출납을 담당하는 직원
(재무회계 규정 제7조 회계관계자 직명 지정 제2호)","회계관계자,직명,지정,출납담당자,금전의,출납을,담당하는,직원"
재무회계 규정,제7조-3,"회계관계자 직명 지정 — 수납담당자 - 기획사업 및 부대사업 매출(수강료,","수납담당자 - 기획사업 및 부대사업 매출(수강료, 티켓 판매금 등)의 수납을 담당 하는 직원
(재무회계 규정 제7조 회계관계자 직명 지정 제3호)","회계관계자,직명,지정,수납담당자,기획사업,부대사업,매출,수강료,티켓,판매금,수납을,담당,하는,직원"
재무회계 규정,제8조,전표,"①모든 거래는 거래 발생부서의 전표에 의하여 회계부서에서 전표를 기표, 처리하며 
회계장부는 전표에 따라 기장하여야 한다. 
②전표에는 거래의 정당, 계산의 정확을 증명하는 영수증, 계산서 등의 증빙서류를 첨
부하여야 한다.
③전표의 종류는 입금전표, 출금전표 및 대체전표로 구분하되, 회계업무의 효율화를 
기하기 위해 통합전표 또는 전표의 기능으로 대용할 수 있는 회계결의서를 사용할 
수 있다.",전표
재무회계 규정,제9조,계정과목,"①계정과목은 재무상태표 계정과 운영계산서 계정으로 구분하고 그 과목은 내규의 정하는 
바에 의한다.
②계정과목의 명칭은 일반적으로 적용되는 회계원칙에 따라 예울마루의 회계에 부합
할 수 있는 과목으로 정할 수 있다.",계정과목
재무회계 규정,제10조,회계장부,"①회계부서에서는 다음의 회계장부를 갖추어 계정을 구분, 정리한다.
1.분개장(전표 및 일계표)
2.총계정원장
3.보조부(각 계정의 보조장부, 현금출납부)
4.기타 필요한 장부
②각종 장표 및 증빙서류의 서식은 내규로 정한다.
③제1항의 장부에 대하여 필요한 경우 컴퓨터 파일이나 그 출력의 유인물로 대체 기장 
및 보관할 수 있다.",회계장부
재무회계 규정,제10조-1,회계장부 — 분개장(전표 및 일계표),"분개장(전표 및 일계표)
(재무회계 규정 제10조 회계장부 제1호)","회계장부,분개장,전표,일계표"
재무회계 규정,제10조-2,회계장부 — 총계정원장,"총계정원장
(재무회계 규정 제10조 회계장부 제2호)","회계장부,총계정원장"
재무회계 규정,제10조-3,"회계장부 — 보조부(각 계정의 보조장부, 현금출납부)","보조부(각 계정의 보조장부, 현금출납부)
(재무회계 규정 제10조 회계장부 제3호)","회계장부,보조부,계정의,보조장부,현금출납부"
재무회계 규정,제10조-4,회계장부 — 기타 필요한 장부,"기타 필요한 장부
(재무회계 규정 제10조 회계장부 제4호)","회계장부,기타,필요한,장부"
재무회계 규정,제11조,장부 잔액의 확인,"원장과 각 관계 장부에 대하여 회계책임자 및 출납담당자는 항상 그 잔액을 검토하여 
상호 간에 정확히 일치하도록 확인하여야 한다.","장부,잔액의,확인"
재무회계 규정,제12조,개서 및 정정,"①회계에 관한 서류에 개서 또는 정정하고자 할 때는 해당 연도 및 숫자에 평행 붉은 선 

2선을 긋고 정정자의 날인과 함께 정정하여야 하며 이 이외의 어떠한 방법의 개서 또는 
정정도 인정되지 아니한다.
②제1항의 경우 횡서는 실선의 상부에 종서는 실선의 좌측에 정정 자구 또는 숫자를 
기입한다.","개서,정정"
재무회계 규정,제13조,기장전표의 정정,"기장전표의 정정은 새로운 대체전표의 발급에 의하여야 하며 기장전표 그 자체를 정정
하여서는 아니 된다.","기장전표의,정정"
재무회계 규정,제14조,일계표,"일계표는 계정과목 집계표에 의하여 작성하며, 매월 초 전월 월계표를 회계책임자에게 
보고하여야 한다. 단, 전산회계프로그램을 이용하는 경우 전산 자료로 보고할 수 있다.",일계표
재무회계 규정,제15조,금전의 범위,"①금전은 현금, 예금, 수표, 우편환증서를 말한다.
②당일로 현금화할 수 있는 어음과 기타 유가증권 등 제 증서도 금전에 준하여 취급
한다.","금전의,범위"
재무회계 규정,제16조,수입,"①회계책임자는 수입을 관리하며, 출납담당자는 소관 사업수입의 징수.납부를 관리한
다.
②예울마루 수입은 ‘공연’, ‘전시’에 따른 입장료와 ‘교육’ 수강료 등이며, 부대사업 수
익, 이자수익, 환급금 등으로 세부 분류할 수 있다.",수입
재무회계 규정,제17조,수납과 징수의 원칙,"수납과 징수는 규정, 계약 등에서 정하는 바에 따라 회계결의서에 의하되 관계 증빙서를 
첨부하여야 한다.","수납과,징수의,원칙"
재무회계 규정,제18조,반납금 수입과 재입금,"①출납이 발생한 연도에 속하는 수입 기타 예산외의 수입은 모두 해당 연도의 수입에 
납입하여야 한다.
②사업비의 잔액 등 반납금은 해당 연도에 그 지급한 과목에 재입금 하여야 한다.","반납금,수입과,재입금"
재무회계 규정,제19조,지급,"①지급은 회계결의서에 의하여 예산 배정액과 예금 잔액을 초과하지 않는 범위 내에서 
행하여야 한다.
②지급의 순위는 채무의 발생순위에 따르되, 자금의 순환이 충족되지 못할 때는 그 
지급순위는 관장이 결정한다.
③대가의 지급은 계좌에 입금함을 원칙으로 한다. 다만, 전도금에 대하여는 소관부서에

서 직접 집행한다.
④당해 사업연도에 속하는 비용은 그 연도 중에 지급하여야 한다. 다만, 부득이한 사유로 
인하여 그 연도 중에 지급하지 못한 분에 대하여는 미결산 계정을 통하여 익년도에 
지급할 수 있다.
⑤각 부서에서는 대금 지급과 관련된 증빙서류를 반드시 첨부하여야 한다.
⑥증빙서류의 세부목록은 기업회계기준 및 세법에 규정된 객관적 자료를 말하며 회계
책임자는 그 외의 필요한 자료를 요구할 수 있다.",지급
재무회계 규정,제20조,출납담당자,"출납담당자는 특별히 정하여진 경우 및 회계책임자의 승인이 있을 경우를 제외하고는 
전표를 발급하지 못하며 금전의 수납과 내역에 관한 기장업무 이외의 장부기장 업무는 
회계담당 부서장의 지시가 없는 한 이에 임할 수 없다.",출납담당자
재무회계 규정,제21조,출납담당자의 책임과 의무,"①현금의 출납은 출납담당자만이 이를 취급할 수 있다.
②출납담당자는 출납의 정확을 기하여야 하며 취급하는 금전 및 유가증권에 대하여 
보관의 책임을 부담하고 손망실 등의 사고가 발생하였을 때는 지체 없이 관장에게 
보고하여야 하며, 재해.도난.기타 불가항력에 의한 사고일 경우에는 변상의 책임을 
지진 않지만, 이사장에게 책임해제의 결정을 받아야 한다.","출납담당자의,책임과,의무"
재무회계 규정,제22조,수납행위,"①판매담당자는 수납한 현금을 해당 부서장에게 매일 보고하고, 당일 또는 다음 영업일에 
GS칼텍스 예울마루 명의의 계좌에 예치하는 것을 원칙으로 한다.
②수납한 현금의 보관은 판매영수증과 기타 증빙서류를 함께 보관하는 것을 원칙으로 
한다. 
③수납한 현금의 개인 보관은 원칙적으로 금지한다.
④지급 준비를 위하여 보관하는 소액의 현금과 유가증권은 해당 부서장의 책임 하에 
보관한다.",수납행위
재무회계 규정,제23조,전도금,"①다음 각호의 업무는 현금으로 전도할 수 있다.
1.예울마루 업무와 관련하여 소속 직원 이외의 일반인에게 지급하는 여비 및 기타경비
2.기타 관장의 승인을 받는 경우
②전도금을 지급받은 자는 시행내규에 따라 관련 업무가 완료되면 지체 없이 전도금을 
정산하여야 한다.
③정산증빙서류는 자금요청서에 명시된 사용 목적의 내용과 거래 사실이 입증될 수 
있는 것이어야 한다.",전도금
재무회계 규정,제23조-1,전도금 — 예울마루 업무와 관련하여 소속 직원 이외의 일반인에,"예울마루 업무와 관련하여 소속 직원 이외의 일반인에게 지급하는 여비 및 기타경비
(재무회계 규정 제23조 전도금 제1호)","전도금,예울마루,업무와,관련하여,소속,직원,이외의,일반인에게,지급하는,여비,기타경비"
재무회계 규정,제23조-2,전도금 — 기타 관장의 승인을 받는 경우,"기타 관장의 승인을 받는 경우
(재무회계 규정 제23조 전도금 제2호)","전도금,기타,관장의,승인을,받는,경우"
재무회계 규정,제24조,선급금,"반대급부 또는 행위가 완료되기 이전에 자금을 지급하지 아니하면 업무나 사업에 지장
을 초래할 우려가 있는 다음 각호의 성질의 비용에 대하여는 그 금액의 전부 또는 일부
를 선급할 수 있다.

①외국에서 직접 구입하는 물품, 도서, 기자재의 대가
②정기간행물의 대가
③토지 또는 건물의 임차료
④운임
⑤공사, 제조 또는 용역 계약금액의 대가로서 계약금액의 100분의 70을 초과하지 아니
하는 금액 
⑥공공기관 또는 관련 기관에 대하여 지급하는 경비
⑦위탁비, 사례비
⑧기타 관장이 승인하는 경비",선급금
재무회계 규정,제25조,영수증의 발행,"출납담당자는 전자세금계산서 또는 전자계산서, 현금영수증을 교부하여야 한다.","영수증의,발행"
재무회계 규정,제26조,지출원인행위,지출원인행위를 하고자 할 때는 지출결의서 또는 회계결의서를 작성하여야 한다.,지출원인행위
재무회계 규정,제27조,영수증의 징수,"금전을 지급할 때에는 반드시 정당한 수취인의 영수증 또는 이에 갈음하는 증서를 징수
하고 회계결의서에 첨부하여야 한다.","영수증의,징수"
재무회계 규정,제28조,송금지급,송금지급을 할 경우에는 은행 계좌입금 등 통상의 송금방법에 의한다.,송금지급
재무회계 규정,제29조,금전의 확인,"①회계책임자는 매일 출납 시간 종료 후에 현금 잔액을 관계 장부와 대조하여 일치하도록 
하여야 한다.
②예금은 매월 말에 예금 잔액을 은행 장부와 대조하고 매 반기 말 및 기말에는 은행의 
예금 잔액증명을 발급받아 그 잔액을 확인한다.","금전의,확인"
재무회계 규정,제30조,"거래은행의 신설, 변경","①거래은행의 신설, 변경 또는 취소에 대하여는 관장의 승인을 받아야 한다.
②수표, 어음행위, 차입금, 예금 및 환거래 등은 관장의 명의로 행하여야 한다.
③제2항에 있어서 관장이 특정한 자에게 위임할 경우에는 수임자의 명의로써 이를 대행 
할 수 있다.","거래은행의,신설,변경"
재무회계 규정,제31조,현금의 과부족,"현금에 과부족이 발생한 때에는 출납담당자는 지체 없이 보고하여 회계책임자의 지시를 
받아 그 원인을 규명한 후 바르게 처리하여야 한다.","현금의,과부족"
재무회계 규정,제32조,규정 외의 조치,이 규정 이외의 금전 출납 상의 조치에 대하여는 관장의 승인을 받아 이를 시행한다.,"규정,외의,조치"
재무회계 규정,제33조,계산의 원칙,"①제 수익과 비용은 발생의 사실에 따라 총액에 의하여 계산하고 수익을 비용과 직접 
상계하거나 운영계산서에서 제외하여서는 아니 된다.
②수익의 발생은 실현 시기에 의함을 원칙으로 한다.
③수익과 비용은 그 발생 원천에 따라 분류하고 각 수익 항목과 그에 관련되는 비용 
항목을 대조 표시하여야 한다.
④이외의 일반적 계산은 기업회계기준에서 정하는 바에 따른다.","계산의,원칙"
재무회계 규정,제34조,매출액.매출원가,매출액.매출원가 등의 기재에 대하여는 기업회계기준에 따른다.,매출액매출원가
재무회계 규정,제35조,정부 보조금 등,정부.지방자치단체 보조금 등의 처리는 기업회계기준에 따른다.,"정부,보조금"
재무회계 규정,제36조,결산,결산은 회계 기간의 경영성과와 재무상태를 명확하게 표시할 수 있도록 하여야 한다.,결산
재무회계 규정,제37조,결산승인,"③관장은 회계연도 종료 후 3개월 이내에 사업실적 및 결산 보고서를 작성하여 이사
회의 승인을 얻어야 한다. 
①결산이 확정된 때에는 결산서에 다음 각호의 서류를 첨부하여 회계연도 종료 후   
3개월 이내에 이사장에게 제출하여야 하며, 이사장의 승인을 받아야 한다. 
1.다음 사업연도의 사업계획 및 수지예산서1부.
2.해당 사업연도의 사업실적 및 수지결산서 1부.
3.해당 사업연도말 현재의 재산목록 1부.",결산승인
재무회계 규정,제37조-1,결산승인 — 다음 사업연도의 사업계획 및 수지예산서1부.,"다음 사업연도의 사업계획 및 수지예산서1부.
(재무회계 규정 제37조 결산승인 제1호)","결산승인,다음,사업연도의,사업계획,수지예산서1부"
재무회계 규정,제37조-2,결산승인 — 해당 사업연도의 사업실적 및 수지결산서 1부.,"해당 사업연도의 사업실적 및 수지결산서 1부.
(재무회계 규정 제37조 결산승인 제2호)","결산승인,해당,사업연도의,사업실적,수지결산서,1부"
재무회계 규정,제37조-3,결산승인 — 해당 사업연도말 현재의 재산목록 1부.,"해당 사업연도말 현재의 재산목록 1부.
(재무회계 규정 제37조 결산승인 제3호)","결산승인,해당,사업연도말,현재의,재산목록,1부"
재무회계 규정,제38조,"불확정채권, 채무의 정리","불확정채권, 채무의 정리에 대하여는 기업회계기준에 의한다.","불확정채권,채무의,정리"
재무회계 규정,제39조,결손처리,"결산 정리에 따라 결손처리 하여야 할 사항이 발견되는 경우에는 그 성질에 따라 영업
외비용 또는 특별손실로 계상한다.",결손처리
재무회계 규정,제40조,잉여금의 처리,"매 회계연도의 세입.세출결산 잉여금은 이사회의 의결을 거친 후 다음연도에 이월하여 
목적 사업에 전입 사용하거나 보통재산에 편입한다.","잉여금의,처리"
재무회계 규정,제41조,결손금의 처리,"결손금의 처리를 다음 순으로 보전한다. 다만, 관계 법령으로 따로 규정된 경우에는 관계 
법령에 따른다.
①임의적립금 이입액
②이익준비금 이입액
③자본 잉여금 이입액","결손금의,처리"
재무회계 규정,제42조,내부감사,"각 부서의 수입, 지출 및 계산에 있어 부정, 오류, 부당처리의 여부를 가려내고 재발 방지
를 위하여 내부감사를 실시한다.",내부감사
재무회계 규정,제43조,감사담당자,내부 감사는 필요시 이사장의 명에 의하여 별도로 지정된 자가 실시한다.,감사담당자
재무회계 규정,제44조,감사방법,감사는 서면 감사 또는 실지 감사의 방법으로 실시한다.,감사방법
재무회계 규정,제45조,타규정과의 관계,수탁 기관의 회계 규정과 정부 회계 규정이 상충할 경우 서로 협의하여 결정한다.,"타규정과의,관계"
물품의 구매 및 계약 등에 관한 규정,제1조,목적,"본 규정은 재단법인 지에스칼텍스재단(이하 “법인”이라 한다)이 수탁 운영하는 GS칼텍
스 예울마루(이하 “예울마루”라 한다)에서 소요되는 물품의 구매, 제조, 용역 및 공사 
도급(이하 “구매”라 한다)의 계약에 관한 사항을 규정함을 목적으로 한다.",목적
물품의 구매 및 계약 등에 관한 규정,제2조,범위,"GS칼텍스 예울마루에서 발주하는 일련의 외부 발주 서비스 용역계약 및 자재 구매계약
에 적용되며, 대극장, 소극장, 전시실 및 기타 장소에서 수행되는 공연/전시를 위한 기획 
및 홍보 계약, 장소 대관 계약의 업무는 본 규정에서 제외한다.",범위
물품의 구매 및 계약 등에 관한 규정,제3조,계약 체결 방식 및 기준,"①물품 조달이나 기타 재산적 거래에서는 계약의 방법에 의하여야 한다.
②계약은 일반경쟁입찰의 방법에 의함을 원칙으로 하되 사업의 성질과 목적에 따라 
지명경쟁입찰에 의한 계약 또는 수의계약으로 체결할 수 있다.
1.구매할 물품의 공급자가 독점업체인 경우.
2.법령 또는 정부 고시로 가격이 통제된 물품 구매 시.
3.서비스 용역 진행, 자재 발주 또는 납품 하고 있는 사항에 대한 추가 구매가 필요
한 경우.
4.원설계자 또는 원 공급자 및 시공자의 서비스 용역 및 자재만을 사용하여야 할 경우.
5.원 공급자로부터 보수 자재 및 부품을 구매할 경우.
6.계약금액이 서비스 용역 300만원 미만, 자재 구매 100만원 미만의 소액인 경우.
7.특정인의 기술, 용역 또는 특정한 위치, 구조, 품질, 성능, 효율 등으로 인하여 경쟁
을 할 수 없는 경우. 
8.기타 예울마루 정책상 필요한 경우라고 관장이 판단을 하는 경우.","계약,체결,방식,기준"
물품의 구매 및 계약 등에 관한 규정,제3조-1,계약 체결 방식 및 기준 — 구매할 물품의 공급자가 독점업체인 경우.,"구매할 물품의 공급자가 독점업체인 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제1호)","계약,체결,방식,기준,구매할,물품의,공급자가,독점업체인,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-2,계약 체결 방식 및 기준 — 법령 또는 정부 고시로 가격이 통제된 물품 구매 시,"법령 또는 정부 고시로 가격이 통제된 물품 구매 시.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제2호)","계약,체결,방식,기준,법령,또는,정부,고시로,가격이,통제된,물품,구매"
물품의 구매 및 계약 등에 관한 규정,제3조-3,"계약 체결 방식 및 기준 — 서비스 용역 진행, 자재 발주 또는 납품 하고 있는","서비스 용역 진행, 자재 발주 또는 납품 하고 있는 사항에 대한 추가 구매가 필요 한 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제3호)","계약,체결,방식,기준,서비스,용역,진행,자재,발주,또는,납품,하고,있는,사항에,대한,추가,구매가,필요,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-4,계약 체결 방식 및 기준 — 원설계자 또는 원 공급자 및 시공자의 서비스 용역,"원설계자 또는 원 공급자 및 시공자의 서비스 용역 및 자재만을 사용하여야 할 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제4호)","계약,체결,방식,기준,원설계자,또는,공급자,시공자의,서비스,용역,자재만을,사용하여야,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-5,계약 체결 방식 및 기준 — 원 공급자로부터 보수 자재 및 부품을 구매할 경우.,"원 공급자로부터 보수 자재 및 부품을 구매할 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제5호)","계약,체결,방식,기준,공급자로부터,보수,자재,부품을,구매할,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-6,"계약 체결 방식 및 기준 — 계약금액이 서비스 용역 300만원 미만, 자재 구매","계약금액이 서비스 용역 300만원 미만, 자재 구매 100만원 미만의 소액인 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제6호)","계약,체결,방식,기준,계약금액이,서비스,용역,300만원,미만,자재,구매,100만원,미만의,소액인,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-7,"계약 체결 방식 및 기준 — 특정인의 기술, 용역 또는 특정한 위치, 구조, 품","특정인의 기술, 용역 또는 특정한 위치, 구조, 품질, 성능, 효율 등으로 인하여 경쟁 을 할 수 없는 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제7호)","계약,체결,방식,기준,특정인의,기술,용역,또는,특정한,위치,구조,품질,성능,효율,등으로,인하여,경쟁,없는,경우"
물품의 구매 및 계약 등에 관한 규정,제3조-8,계약 체결 방식 및 기준 — 기타 예울마루 정책상 필요한 경우라고 관장이 판단을,"기타 예울마루 정책상 필요한 경우라고 관장이 판단을 하는 경우.
(물품의 구매 및 계약 등에 관한 규정 제3조 계약 체결 방식 및 기준 제8호)","계약,체결,방식,기준,기타,예울마루,정책상,필요한,경우라고,관장이,판단을,하는,경우"
물품의 구매 및 계약 등에 관한 규정,제4조,계약업체 선정 기준,"①지명경쟁입찰에 참여한 업체들로부터 접수된 입찰견적서의 상세내역을 검토하여 입찰 
설명회 시 제공한 용역 범위에서 누락된 항목이 없으면 최저가 입찰견적업체를 계약
업체로 선정한다.  
②최저가 입찰견적금액이 동일금액으로 2개 이상의 업체에서 제출시는 직접비 비용이 
낮은 업체를 계약업체로 선정한다.
③최저가 입찰견적업체의 입찰견적서의 상세내역에 입찰 설명회 시 제공한 용역 범위
에서 누락 항목이 있을 경우 최저가 입찰견적업체에서 입찰견적금액 변경 없이 상세
내역에 누락된 항목 포함하여 이행에 동의 시는 최저가 입찰견적업체를 계약업체로 
선정하고, 최저가업체에서 누락된 항목의 입찰견적금액을 증액 요청 시에는 차상위 

최저가 입찰견적업체를 계약업체로 선정한다.
④컨설팅 및 홍보물 콘텐츠 제작 등 서비스 용역의 계약업체 선정 시, 최저가 입찰견적
금액만으로 결과물의 품질을 담보할 수 없는 경우에는 입찰설명회 전 업체의 재무
상태, 보유인력 현황, 장비 보유 현황, 수행 실적, 입찰견적금액 등에 가중치를 부여
하여 계약업체 선정을 위한 평가 기준표를 작성하여 입찰 후 기준표에 의거 평가를 
하여 계약업체를 선정한다.","계약업체,선정,기준"
물품의 구매 및 계약 등에 관한 규정,제5조,계약서 작성 및 대금 지급,"①계약금액이 100만원 이상인 경우, 기안 결재를 득한다.
②기안 결재를 득한 후 서비스 용역 또는 자재 구매를 위한 정식계약서를 작성한다. 
단 서비스 용역의 경우 계약금액이 300만원 이하 자재 구매의 경우 계약금액이 
100만원 이하의 소액 계약의 경우 정식계약서를 작성하지 않을 수 있다.
③용역 완료 후 검수 확인하여 이상이 없으면 지급 원천서류를 첨부하여 지출결의서를 
작성하여 결재를 득한 후 경리 담당에게 관련 서류를 송부하여 대금을 지급한다.
④개별 계약에 의거 선급금 지급이 필요한 경우 선급금에 상당하는 금액의 이행(계약) 
보증보험증권 또는 은행 지급보증서를 계약이행 완료일까지 예치하여야 한다.","계약서,작성,대금,지급"
자산관리 규정,제1조,목적,"본 규정은 재단법인 지에스칼텍스재단(이하 “법인”이라 한다)이 수탁 운영하는 GS칼텍
스 예울마루(이하 “예울마루”이라 한다)의 임대시설물, 일반시설물, 비품 등 자산의 효
율적이고 합리적인 관리를 위한 업무기준과 절차를 규정함을 목적으로 한다.",목적
자산관리 규정,제2조,적용범위,"본 규정은 예울마루의 자산관리 업무에 공통으로 적용한다. 단, 자산관리 대상 중 비품
은 단일 품목 취득가액이 1백만 원 이상인 품목으로 한다.",적용범위
자산관리 규정,제3조,수탁재산의 관리,"①위･수탁 협약서 6조(수탁재산의 관리)에 근거하여 수탁재산을 선량한 관리자로서 
관리하여야 한다.
②이사장은 그 소관에 속하는 물품(현금 및 유가증권을 제외한 동산을 말한다. 이하 
같다)을 관리한다. 단, 이사장은 그 소관에 속하는 물품관리에 관한 사무를 소속 직
원에게 위임할 수 있다.
③관리 책임자는 관장으로 하고 물품관리자는 처리부서의 팀장으로 한다.","수탁재산의,관리"
자산관리 규정,제4조,대장비치,"보유 물품에 대한 물품관리자는 물품 대장을 비치하여 취득, 변경, 처분사항을 정확히 
기입하여야 한다.",대장비치
자산관리 규정,제5조,인계인수,"관리 책임자가 변경되었을 때는 물품 대장 및 현품을 대조하여 인계인수를 명확히 하여
야 한다.",인계인수
자산관리 규정,제6조,재물조사,"재물조사는 연 1회 이상 정기 또는 수시로 실시할 수 있으며 관리 책임자는 그 관리에 
속하는 물품에 대하여 물품 대장 및 현물을 정확히 실사 확인하여야 한다. 단, 위탁 기
관의 정기재물 조사 시 당해 연도 정기재물 조사를 대신할 수 있다.",재물조사
자산관리 규정,제7조,고정자산 중 물품 상태 분류,"재물조사는 물품의 보관 상황의 적정 여부나 물품의 상태를 다음과 같이 분류 조사한다.

1.신품 : 신품 또는 신품과 동일하여 즉시 사용할 수 있는 물품
2.현품 : 사용되고 있는 물품으로서 수거를 요하지 아니하는 물품
3.수리품 : 수리하여 사용함이 경제적인 물품
4.폐품 : 수리하여 사용함이 비경제적이거나 수리 불가능 물품","고정자산,물품,상태,분류"
자산관리 규정,제7조-1,고정자산 중 물품 상태 분류 — 신품,"신품 : 신품 또는 신품과 동일하여 즉시 사용할 수 있는 물품
(자산관리 규정 제7조 고정자산 중 물품 상태 분류 제1호)","고정자산,물품,상태,분류,신품,또는,신품과,동일하여,즉시,사용할,있는"
자산관리 규정,제7조-2,고정자산 중 물품 상태 분류 — 현품,"현품 : 사용되고 있는 물품으로서 수거를 요하지 아니하는 물품
(자산관리 규정 제7조 고정자산 중 물품 상태 분류 제2호)","고정자산,물품,상태,분류,현품,사용되고,있는,물품으로서,수거를,요하지,아니하는"
자산관리 규정,제7조-3,고정자산 중 물품 상태 분류 — 수리품,"수리품 : 수리하여 사용함이 경제적인 물품
(자산관리 규정 제7조 고정자산 중 물품 상태 분류 제3호)","고정자산,물품,상태,분류,수리품,수리하여,사용함이,경제적인"
자산관리 규정,제7조-4,고정자산 중 물품 상태 분류 — 폐품,"폐품 : 수리하여 사용함이 비경제적이거나 수리 불가능 물품
(자산관리 규정 제7조 고정자산 중 물품 상태 분류 제4호)","고정자산,물품,상태,분류,폐품,수리하여,사용함이,비경제적이거나,수리,불가능"
자산관리 규정,제8조,손망실품 및 변상,"①재물조사 결과 부족품이 발생할 때에는 물품관리자가 그 책임 소재를 규명하고 물
품의 종류, 규격, 수량, 물품 번호를 명확히 확인하여 관리 책임자에게 보고한다.
②변상은 현물에 의함을 원칙으로 한다. 단, 신품 기타 사용 가능 품을 손망실한 경우 
현금으로 변상하고 발생 시기가 불명확할 경우에는 발견 당시의 현금으로 변상하며 
변상 기준은 별표 1에 의한다.
③현물과 변상되는 물품의 상태는 손망실 당시의 상태이어야 하며, 관리 책임자는 이
를 검사해야 한다.
④그 밖의 사항은 위.수탁 협약서 6조(수탁재산의 관리)의거 처리한다.","손망실품,변상"
자산관리 규정,제9조,임대시설,임대시설이라 함은 연간 전대차 계약을 체결하는 시설을 말한다.,임대시설
자산관리 규정,제10조,임대시설물현황,"처리부서의 팀장은 임대시설물 대장을 비치하고 취득, 변경, 처분 사항을 정확히 기입
하여야 한다.",임대시설물현황
자산관리 규정,제11조,일반시설,일반시설이라 함은 기계설비와 소방설비 및 전기.통신.방송설비 등을 말한다.,일반시설
자산관리 규정,제12조,기계설비현황,"기계설비는 항온항습기, 공조기, 위생설비, 정화조 및 오수 정화시설, 펌프, 바닥분수 설
비 등으로 한다.",기계설비현황
자산관리 규정,제13조,소방설비현황,"소방설비는 소화기, 옥내.외 소화전 설비, 스프링클러, 이산화탄소 소화 설비, 자동 화재
탐지.자동 화재속보.비상경보 설비, 소화용수설비, 제연설비, 연결 송수관.연결 설비, 전
기시설, 방화시설 등을 말한다.",소방설비현황
자산관리 규정,제14조,전기.통신ᆞ방송 설비현황,"전기.통신.방송 설비라 함은 전기분야에 수변전 설비, 배전반 설비, 분전반 설비, 발전 

설비, MCC(동력설비) 조명 및 제어설비(배선 설비), 승강기 설비를 말하며, 통신.방송
설비 분야에 교환기, 배터리, 정류기, 통신선로, 방송설비를 말한다.","전기통신방송,설비현황"
자산관리 규정,제15조,관리 및 대장 비치,"처리부서의 팀장은 시설물 대장을 비치하고 취득, 변경 처분 사항을 정확히 기입하여야 
하며 일반설비를 주기적으로 점검하여야 한다.","관리,대장,비치"
자산관리 규정,제16조,비품의 관리,관리 책임자는 비품 보유 및 관리 현황을 유지하고 공용 비품관리 책임을 진다.,"비품의,관리"
자산관리 규정,제17조,사용책임,"사용자란 비품을 직접 사용하고 운용하는 자를 말하며, 사용자는 사용 비품을 선량한 
관리자로서 보전하여야 하며, 개인망실, 훼손시켰을 경우 무과실을 입증하지 못하는 경
우 변상 책임을 진다.",사용책임
자산관리 규정,제18조,비품의 이동 및 이관,"부서별 비품은 처리부서 팀장의 승인 없이 이동, 이관 및 대여할 수 없다. 단, 사정에 
따라 비품을 이동, 이관 및 대여할 때에는 사전에 처리부서의 팀장에게 승인을 받아야 
한다.","비품의,이동,이관"
자산관리 규정,제19조,비품의 손망실,"비품을 망실, 훼손 시켰을 경우 사용자는 그 사유를 12시간 이내에 처리부서의 팀장에
게 손망실 보고서를 작성하여 보고하여야 하며, 고의 또는 과실로 비품을 훼손 또는 망
실한 자는 그 손해를 변상하여야 한다.","비품의,손망실"
